alias am_lat am_lat_std am_lon am_lon_std am_ele am_ele_std network stacode h_dist v_dist level lat lon ele elg
A1037 39.564690 0.000010 22.014350 0.000050 0.086 0.000 MN THL 0.0089 0.0000 1 39.564680 22.014400 0.086 NULL
A1038 35.561600 0.000000 8.688100 0.000000 1.095 0.000 ING THTN 0.0000 0.0000 0 35.561600 8.688100 1.095 1.086
A1038 35.561600 0.000000 8.688100 0.000000 1.095 0.000 TT THTN 0.0000 0.0000 1 35.561600 8.688100 1.095 NULL
A1039 39.179350 0.000050 16.758300 0.000000 0.789 0.000 ING TIP 0.0000 0.0000 0 39.179300 16.758300 0.789 NULL
A1039 39.179350 0.000050 16.758300 0.000000 0.789 0.000 MN TIP 0.0111 0.0000 1 39.179400 16.758300 0.789 NULL
A1040 41.347200 0.000000 19.863033 0.000047 0.247 0.000 ING TIR 0.0000 0.0000 0 41.347200 19.863000 0.247 0.202
A1040 41.347200 0.000000 19.863033 0.000047 0.247 0.000 UNKNOWN TIR 0.0000 0.0000 1 41.347200 19.863000 0.247 0.202
A1040 41.347200 0.000000 19.863033 0.000047 0.247 0.000 MN TIR 0.0084 0.0000 1 41.347200 19.863100 0.247 NULL
A1041 40.557700 0.000000 15.693000 0.000000 0.676 0.000 AGR TITE 0.0000 0.0000 0 40.557700 15.693000 0.676 0.656
A1041 40.557700 0.000000 15.693000 0.000000 0.676 0.000 ING TITE 0.0000 0.0000 1 40.557700 15.693000 0.676 0.656
A1041 40.557700 0.000000 15.693000 0.000000 0.676 0.000 AAG TITE 0.0000 0.0000 1 40.557700 15.693000 0.676 0.656
A1042 40.359600 0.000000 16.074800 0.000000 0.588 0.000 ING TN05 0.0000 0.0000 0 40.359600 16.074800 0.588 NULL
A1042 40.359600 0.000000 16.074800 0.000000 0.588 0.000 TV TN05 0.0000 0.0000 1 40.359600 16.074800 0.588 NULL
A1043 42.064030 0.000030 12.000185 0.000015 0.371 0.000 ING TOLF 0.0000 0.0000 0 42.064000 12.000200 0.371 0.310
A1043 42.064030 0.000030 12.000185 0.000015 0.371 0.000 IV TOLF 0.0071 0.0000 1 42.064060 12.000170 0.371 NULL
A1044 44.607200 0.000000 11.525500 0.000000 0.016 0.000 AEM TOR 0.0000 0.0000 0 44.607200 11.525500 0.016 0.009
A1044 44.607200 0.000000 11.525500 0.000000 0.016 0.000 ACR TOR 0.0000 0.0000 1 44.607200 11.525500 0.016 0.009
A1044 44.607200 0.000000 11.525500 0.000000 0.016 0.000 UNKNOWN TOR 0.0000 0.0000 1 44.607200 11.525500 0.016 0.009
A1045 40.174300 0.000000 20.004000 0.000000 0.240 0.000 UNKNOWN TPE 0.0000 0.0000 0 40.174300 20.004000 0.240 1.198
A1045 40.174300 0.000000 20.004000 0.000000 0.240 0.000 ING TPE 0.0000 0.0000 1 40.174300 20.004000 0.240 1.198
A1046 41.045810 0.000014 15.232000 0.000000 1.094 0.000 OSV TR9 0.0000 0.0000 0 41.045800 15.232000 1.094 1.061
A1046 41.045810 0.000014 15.232000 0.000000 1.094 0.000 ING TR9 0.0000 0.0000 1 41.045800 15.232000 1.094 1.061
A1046 41.045810 0.000014 15.232000 0.000000 1.094 0.000 IV TR9 0.0033 0.0000 1 41.045830 15.232000 1.094 NULL
A1047 45.512533 0.000236 7.746700 0.000424 0.984 0.008 ING TRAV 0.0000 0.0000 0 45.512700 7.747000 0.990 NULL
A1047 45.512533 0.000236 7.746700 0.000424 0.984 0.008 GEN TRAV 0.0000 0.0000 1 45.512700 7.747000 0.990 0.962
A1047 45.512533 0.000236 7.746700 0.000424 0.984 0.008 GU TRAV 0.0896 0.0170 1 45.512200 7.746100 0.973 NULL
A1048 42.886200 0.000000 12.771300 0.000000 0.675 0.000 ING TRE1 0.0000 0.0000 0 42.886200 12.771300 0.675 NULL
A1048 42.886200 0.000000 12.771300 0.000000 0.675 0.000 RSA TRE1 0.0000 0.0000 1 42.886200 12.771300 0.675 0.657
A1049 45.523000 0.000000 11.160650 0.000050 0.342 0.000 ING TREG 0.0000 0.0000 0 45.523000 11.160700 0.342 0.341
A1049 45.523000 0.000000 11.160650 0.000050 0.342 0.000 IV TREG 0.0078 0.0000 1 45.523000 11.160600 0.342 NULL
A1050 42.123000 0.000000 15.510000 0.000000 0.120 0.000 ING TREM 0.0000 0.0000 0 42.123000 15.510000 0.120 0.055
A1050 42.123000 0.000000 15.510000 0.000000 0.120 0.000 IV TREM 0.0000 0.0000 1 42.123000 15.510000 0.120 NULL
A1051 42.892500 0.000000 12.752000 0.000000 0.360 0.000 BIN TREV 0.0000 0.0000 0 42.892500 12.752000 0.360 0.378
A1052 45.708840 0.000080 13.764720 0.001143 0.185 0.047 ING TRI 0.0000 0.0000 0 45.708800 13.764200 0.161 NULL
A1052 45.708840 0.000080 13.764720 0.001143 0.185 0.047 RSF TRI 0.0000 0.0000 1 45.708800 13.764200 0.161 0.267
A1052 45.708840 0.000080 13.764720 0.001143 0.185 0.047 RSF TRI1 0.0000 0.0000 1 45.708800 13.764200 0.161 0.267
A1052 45.708840 0.000080 13.764720 0.001143 0.185 0.047 RSF TRIE 0.2180 0.1180 1 45.708800 13.767000 0.279 0.271
A1052 45.708840 0.000080 13.764720 0.001143 0.185 0.047 MN TRI 0.0271 0.0000 1 45.709000 13.764000 0.161 NULL
A1053 43.114790 0.000010 10.902675 0.000025 0.596 0.000 ING TRIF 0.0000 0.0000 0 43.114800 10.902700 0.596 0.604
A1053 43.114790 0.000010 10.902675 0.000025 0.596 0.000 IV TRIF 0.0046 0.0000 1 43.114780 10.902650 0.596 NULL
A1054 41.766650 0.000050 14.550200 0.000000 0.598 0.000 ING TRIV 0.0000 0.0000 0 41.766700 14.550200 0.598 0.544
A1054 41.766650 0.000050 14.550200 0.000000 0.598 0.000 IV TRIV 0.0111 0.0000 1 41.766600 14.550200 0.598 NULL
A1055 42.808150 0.000050 13.913800 0.000000 0.160 0.000 ING TRTR 0.0000 0.0000 0 42.808200 13.913800 0.160 0.162
A1055 42.808150 0.000050 13.913800 0.000000 0.160 0.000 IV TRTR 0.0111 0.0000 1 42.808100 13.913800 0.160 NULL
A1056 42.876800 0.000000 12.744300 0.000000 0.370 0.000 BIN TRV1 0.0000 0.0000 0 42.876800 12.744300 0.370 0.352
A1056 42.876800 0.000000 12.744300 0.000000 0.370 0.000 UMB TRV1 0.0000 0.0000 1 42.876800 12.744300 0.370 0.352
A1057 40.807000 0.000000 14.475300 0.000000 0.175 0.000 OSV TRZ 0.0000 0.0000 0 40.807000 14.475300 0.175 0.178
A1058 40.349129 0.000001 16.182161 0.000001 0.511 0.000 ING TT08 0.0000 0.0000 0 40.349130 16.182160 0.511 NULL
A1058 40.349129 0.000001 16.182161 0.000001 0.511 0.000 TV TT08 0.0004 0.0000 1 40.349127 16.182162 0.511 NULL
A1059 37.963000 0.000000 14.212000 0.000000 0.600 0.000 ING TU9 0.0000 0.0000 0 37.963000 14.212000 0.600 0.644
A1060 46.472215 0.000015 9.347325 0.000005 1.924 0.000 ING TUE 0.0000 0.0000 0 46.472200 9.347330 1.924 1.908
A1060 46.472215 0.000015 9.347325 0.000005 1.924 0.000 MN TUE 0.0034 0.0000 1 46.472230 9.347320 1.924 NULL
A1061 43.910300 0.000000 12.775500 0.000000 0.289 0.000 RSM TV5 0.0000 0.0000 0 43.910300 12.775500 0.289 0.241
A1061 43.910300 0.000000 12.775500 0.000000 0.289 0.000 BIN TV5 0.0000 0.0000 1 43.910300 12.775500 0.289 0.241
A1061 43.910300 0.000000 12.775500 0.000000 0.289 0.000 RSM TV6 0.0000 0.0000 1 43.910300 12.775500 0.289 0.241
A1062 46.037200 0.000000 13.252750 0.000050 0.092 0.002 RSF UDI 0.0000 0.0000 0 46.037200 13.252800 0.094 0.095
A1062 46.037200 0.000000 13.252750 0.000050 0.092 0.002 RSF UDI1 0.0077 0.0040 1 46.037200 13.252700 0.090 0.095
A1063 46.065000 0.000000 13.236700 0.000000 0.112 0.000 RSF UDI0 0.0000 0.0000 0 46.065000 13.236700 0.112 0.120
A1064 41.963300 0.000000 19.249700 0.000000 0.465 0.000 UNKNOWN ULC 0.0000 0.0000 0 41.963300 19.249700 0.465 0.373
A1065 38.707694 0.000248 13.178926 0.000566 0.278 0.021 ING US1 0.0000 0.0000 0 38.707200 13.177800 0.238 0.236
A1065 38.707694 0.000248 13.178926 0.000566 0.278 0.021 ING USI 0.1388 0.0470 1 38.707800 13.179200 0.285 NULL
A1065 38.707694 0.000248 13.178926 0.000566 0.278 0.021 CAT USIZ 0.1465 0.0600 1 38.707800 13.179300 0.298 0.236
A1065 38.707694 0.000248 13.178926 0.000566 0.278 0.021 IV USI 0.1375 0.0470 1 38.707870 13.179130 0.285 NULL
A1066 45.867345 0.000420 8.769766 0.000959 1.194 0.029 RSM VA1 0.0000 0.0000 0 45.866700 8.770830 1.200 1.132
A1066 45.867345 0.000420 8.769766 0.000959 1.194 0.029 ING VA1 0.0000 0.0000 1 45.866700 8.770830 1.200 1.132
A1066 45.867345 0.000420 8.769766 0.000959 1.194 0.029 ING VAI 0.2135 0.0500 1 45.867500 8.768330 1.150 1.139
A1066 45.867345 0.000420 8.769766 0.000959 1.194 0.029 ING VARE 0.1285 0.0190 1 45.867700 8.770000 1.219 1.173
A1066 45.867345 0.000420 8.769766 0.000959 1.194 0.029 IV VAI 0.2071 0.0500 1 45.867420 8.768370 1.150 NULL
A1066 45.867345 0.000420 8.769766 0.000959 1.194 0.029 IV VARE 0.1280 0.0190 1 45.867695 8.770000 1.219 NULL
A1067 37.469000 0.000000 14.353150 0.000150 0.712 0.023 ING VAE 0.0000 0.0000 0 37.469000 14.353000 0.690 0.725
A1067 37.469000 0.000000 14.353150 0.000150 0.712 0.023 MN VAE 0.0265 0.0450 1 37.469000 14.353300 0.735 NULL
A1068 41.415350 0.000050 14.234200 0.000000 0.795 0.000 ING VAGA 0.0000 0.0000 0 41.415300 14.234200 0.795 NULL
A1068 41.415350 0.000050 14.234200 0.000000 0.795 0.000 IV VAGA 0.0111 0.0000 1 41.415400 14.234200 0.795 NULL
A1069 44.349000 0.000000 10.247200 0.000000 0.790 0.000 GEN VALM 0.0000 0.0000 0 44.349000 10.247200 0.790 1.070
A1070 45.826250 0.000433 10.896875 0.000650 1.734 0.002 RSF VAR 0.0000 0.0000 0 45.827000 10.898000 1.730 1.664
A1070 45.826250 0.000433 10.896875 0.000650 1.734 0.002 ING VARA 0.1611 0.0050 1 45.826000 10.896500 1.735 1.730
A1070 45.826250 0.000433 10.896875 0.000650 1.734 0.002 ST VARA 0.1611 0.0050 1 45.826000 10.896500 1.735 NULL
A1071 45.992200 0.000000 12.105160 0.000049 1.265 0.000 RSF VARN 0.0000 0.0000 0 45.992200 12.105200 1.265 1.270
A1071 45.992200 0.000000 12.105160 0.000049 1.265 0.000 ING VARN 0.0000 0.0000 1 45.992200 12.105200 1.265 1.270
A1071 45.992200 0.000000 12.105160 0.000049 1.265 0.000 NI VARN 0.0077 0.0000 1 45.992200 12.105100 1.265 NULL
A1071 45.992200 0.000000 12.105160 0.000049 1.265 0.000 OX VARN 0.0077 0.0000 1 45.992200 12.105100 1.265 NULL
A1072 41.321000 0.000000 22.570000 0.000000 0.169 0.000 UNKNOWN VAY 0.0000 0.0000 0 41.321000 22.570000 0.169 0.151
A1073 42.394525 0.000025 13.840645 0.000055 1.185 0.000 ING VCEL 0.0000 0.0000 0 42.394500 13.840700 1.185 NULL
A1073 42.394525 0.000025 13.840645 0.000055 1.185 0.000 IV VCEL 0.0106 0.0000 1 42.394550 13.840590 1.185 NULL
A1074 46.486000 0.000000 9.469830 0.000000 1.900 0.000 UNKNOWN VDL 0.0000 0.0000 0 46.486000 9.469830 1.900 1.879
A1075 44.889300 0.000000 9.619000 0.000000 0.330 0.000 GEN VEA 0.0000 0.0000 0 44.889300 9.619000 0.330 0.303
A1076 36.718200 0.000000 22.937000 0.000000 0.164 0.000 UNKNOWN VEL 0.0000 0.0000 0 36.718200 22.937000 0.164 0.160
A1077 45.416700 0.000000 12.376500 0.000000 0.004 0.000 ING VENL 0.0000 0.0000 0 45.416700 12.376500 0.004 0.005
A1077 45.416700 0.000000 12.376500 0.000000 0.004 0.000 IV VENL 0.0000 0.0000 1 45.416700 12.376500 0.004 NULL
A1078 40.794790 0.000010 13.421530 0.000030 0.108 0.000 ING VENT 0.0000 0.0000 0 40.794800 13.421500 0.108 0.047
A1078 40.794790 0.000010 13.421530 0.000030 0.108 0.000 IV VENT 0.0055 0.0000 1 40.794780 13.421560 0.108 NULL
A1079 45.397000 0.000000 10.960800 0.000000 0.174 0.000 MIL VER2 0.0000 0.0000 0 45.397000 10.960800 0.174 0.058
A1080 43.157200 0.000000 12.573000 0.000000 0.400 0.000 UMB VERD 0.0000 0.0000 0 43.157200 12.573000 0.400 0.388
A1081 45.454500 0.000000 10.994200 0.000000 0.174 0.000 BIN VERO 0.0000 0.0000 0 45.454500 10.994200 0.174 0.172
A1081 45.454500 0.000000 10.994200 0.000000 0.174 0.000 MIL VERO 0.0000 0.0000 1 45.454500 10.994200 0.174 0.172
A1082 44.929200 0.000000 9.095830 0.000000 0.434 0.000 ING VG1 0.0000 0.0000 0 44.929200 9.095830 0.434 0.439
A1083 40.674200 0.000000 15.896300 0.000000 1.080 0.000 UNKNOWN VG9 0.0000 0.0000 0 40.674200 15.896300 1.080 1.084
A1084 48.248300 0.000000 16.361700 0.000000 0.192 0.000 UNKNOWN VIE 0.0000 0.0000 0 48.248300 16.361700 0.192 0.169
A1085 40.335775 0.000130 15.901225 0.000130 0.833 0.029 AAG VIGE 0.0000 0.0000 0 40.335700 15.901300 0.816 0.849
A1085 40.335775 0.000130 15.901225 0.000130 0.833 0.029 AGR VIGE 0.0000 0.0000 1 40.335700 15.901300 0.816 0.849
A1085 40.335775 0.000130 15.901225 0.000130 0.833 0.029 ING VIGE 0.0000 0.0000 1 40.335700 15.901300 0.816 0.849
A1085 40.335775 0.000130 15.901225 0.000130 0.833 0.029 IX VGG3 0.0419 0.0660 1 40.336000 15.901000 0.882 NULL
A1086 44.141200 0.000000 10.152200 0.000000 0.710 0.000 GEN VINC 0.0000 0.0000 0 44.141200 10.152200 0.710 0.751
A1086 44.141200 0.000000 10.152200 0.000000 0.710 0.000 GEN VINM 0.0000 0.0000 1 44.141200 10.152200 0.710 0.751
A1087 46.253815 0.000015 13.275500 0.000000 0.608 0.000 ING VINO 0.0000 0.0000 0 46.253800 13.275500 0.608 NULL
A1087 46.253815 0.000015 13.275500 0.000000 0.608 0.000 NI VINO 0.0033 0.0000 1 46.253830 13.275500 0.608 NULL
A1088 44.188830 0.000131 11.434305 0.000005 0.728 0.001 RST VISG 0.0000 0.0000 0 44.188700 11.434300 0.729 0.724
A1088 44.188830 0.000131 11.434305 0.000005 0.728 0.001 IV VISG 0.0290 0.0020 1 44.188961 11.434310 0.727 NULL
A1089 45.803300 0.000000 14.839300 0.000000 0.399 0.000 RSF VISS 0.0000 0.0000 0 45.803300 14.839300 0.399 0.391
A1090 48.217200 0.000000 5.984500 0.000000 0.460 0.000 UNKNOWN VIT 0.0000 0.0000 0 48.217200 5.984500 0.460 0.460
A1091 41.183290 0.000017 14.630164 0.000041 0.884 0.036 ING VITU 0.0000 0.0000 0 41.183300 14.630200 0.848 NULL
A1091 41.183290 0.000017 14.630164 0.000041 0.884 0.036 ING VTB1 0.0000 0.0720 1 41.183300 14.630200 0.920 0.862
A1091 41.183290 0.000017 14.630164 0.000041 0.884 0.036 IV VITU 0.0059 0.0000 1 41.183260 14.630154 0.848 NULL
A1091 41.183290 0.000017 14.630164 0.000041 0.884 0.036 IV VTB1 0.0084 0.0720 1 41.183300 14.630100 0.920 NULL
A1092 41.750213 0.000013 12.770191 0.000009 0.550 0.000 ING VIVA 0.0000 0.0000 0 41.750200 12.770200 0.550 0.580
A1092 41.750213 0.000013 12.770191 0.000009 0.550 0.000 IV VIVA 0.0031 0.0000 1 41.750225 12.770183 0.550 NULL
A1093 48.265000 0.000000 16.319800 0.000000 0.400 0.000 UNKNOWN VKA 0.0000 0.0000 0 48.265000 16.319800 0.400 0.382
A1094 44.159300 0.000100 10.386300 0.000100 0.558 0.004 ING VLC 0.0000 0.0000 0 44.159200 10.386200 0.562 NULL
A1094 44.159300 0.000100 10.386300 0.000100 0.558 0.004 MN VLC 0.0274 0.0070 1 44.159400 10.386400 0.555 NULL
A1095 36.718200 0.000000 22.948800 0.000000 0.220 0.000 UNKNOWN VLI 0.0000 0.0000 0 36.718200 22.948800 0.220 0.196
A1096 40.468675 0.000043 19.495500 0.000000 0.080 0.000 UNKNOWN VLO 0.0000 0.0000 0 40.468700 19.495500 0.080 0.055
A1096 40.468675 0.000043 19.495500 0.000000 0.080 0.000 ING VLO 0.0000 0.0000 1 40.468700 19.495500 0.080 0.055
A1096 40.468675 0.000043 19.495500 0.000000 0.080 0.000 AC VLO 0.0110 0.0000 1 40.468601 19.495501 0.080 NULL
A1097 38.175457 0.000792 20.589425 0.000476 0.382 0.012 UNKNOWN VLS 0.0000 0.0000 0 38.175000 20.589700 0.375 0.396
A1097 38.175457 0.000792 20.589425 0.000476 0.382 0.012 ING VLS 0.0000 0.0000 1 38.175000 20.589700 0.375 NULL
A1097 38.175457 0.000792 20.589425 0.000476 0.382 0.012 HL VLS 0.2248 0.0270 1 38.176830 20.588600 0.402 NULL
A1098 43.961690 0.000014 11.543810 0.000014 0.450 0.000 ING VMG 0.0000 0.0000 0 43.961700 11.543800 0.450 0.450
A1098 43.961690 0.000014 11.543810 0.000014 0.450 0.000 RST VMG 0.0000 0.0000 1 43.961700 11.543800 0.450 0.450
A1098 43.961690 0.000014 11.543810 0.000014 0.450 0.000 IV VMG 0.0041 0.0000 1 43.961670 11.543830 0.450 NULL
A1099 46.101600 0.000000 14.701400 0.000000 0.531 0.000 RSF VNDS 0.0000 0.0000 0 46.101600 14.701400 0.531 0.517
A1100 45.642850 0.000050 10.504000 0.000000 0.292 0.000 ING VOBA 0.0000 0.0000 0 45.642800 10.504000 0.292 NULL
A1100 45.642850 0.000050 10.504000 0.000000 0.292 0.000 IV VOBA 0.0111 0.0000 1 45.642900 10.504000 0.292 NULL
A1101 46.031867 0.000236 13.891567 0.002734 1.073 0.000 RSF VOJS 0.0000 0.0000 0 46.032200 13.887700 1.072 1.066
A1101 46.031867 0.000236 13.891567 0.002734 1.073 0.000 RSF VOY 0.4525 0.0010 1 46.031700 13.893500 1.073 1.014
A1101 46.031867 0.000236 13.891567 0.002734 1.073 0.000 UNKNOWN VOY 0.4525 0.0010 1 46.031700 13.893500 1.073 1.014
A1102 46.398800 0.000000 5.650830 0.000000 0.495 0.000 UNKNOWN VOU 0.0000 0.0000 0 46.398800 5.650830 0.495 0.503
A1103 39.496000 0.000000 9.378000 0.000000 0.370 0.000 ING VSL 0.0000 0.0000 0 39.496000 9.378000 0.370 NULL
A1103 39.496000 0.000000 9.378000 0.000000 0.370 0.000 MN VSL 0.0000 0.0000 1 39.496000 9.378000 0.370 NULL
A1104 40.805900 0.000000 14.424200 0.000000 0.612 0.000 ING VTIR 0.0000 0.0000 0 40.805900 14.424200 0.612 0.609
A1104 40.805900 0.000000 14.424200 0.000000 0.612 0.000 IV VTIR 0.0000 0.0000 1 40.805900 14.424200 0.612 NULL
A1105 42.618000 0.000000 23.235000 0.000000 1.490 0.000 ING VTS 0.0000 0.0000 0 42.618000 23.235000 1.490 NULL
A1105 42.618000 0.000000 23.235000 0.000000 1.490 0.000 MN VTS 0.0000 0.0000 1 42.618000 23.235000 1.490 NULL
A1106 40.954850 0.000050 15.616300 0.000000 1.101 0.000 ING VULT 0.0000 0.0000 0 40.954800 15.616300 1.101 NULL
A1106 40.954850 0.000050 15.616300 0.000000 1.101 0.000 IV VULT 0.0111 0.0000 1 40.954900 15.616300 1.101 NULL
A1107 45.983000 0.000000 12.424000 0.000000 0.516 0.000 ING VVI 0.0000 0.0000 0 45.983000 12.424000 0.516 0.471
A1108 41.869675 0.000025 13.623220 0.000020 1.051 0.000 ING VVLD 0.0000 0.0000 0 41.869700 13.623200 1.051 0.991
A1108 41.869675 0.000025 13.623220 0.000020 1.051 0.000 IV VVLD 0.0065 0.0000 1 41.869650 13.623240 1.051 NULL
A1109 47.335700 0.000000 11.576200 0.000000 1.492 0.000 UNKNOWN WATA 0.0000 0.0000 0 47.335700 11.576200 1.492 1.526
A1109 47.335700 0.000000 11.576200 0.000000 1.492 0.000 RSF WATA 0.0000 0.0000 1 47.335700 11.576200 1.492 1.526
A1110 35.837300 0.000000 14.524200 0.000000 0.044 0.000 ING WDD 0.0000 0.0000 0 35.837300 14.524200 0.044 0.034
A1110 35.837300 0.000000 14.524200 0.000000 0.044 0.000 MN WDD 0.0000 0.0000 1 35.837300 14.524200 0.044 NULL
A1111 49.144000 0.000000 12.878200 0.000000 0.613 0.000 UNKNOWN WET 0.0000 0.0000 0 49.144000 12.878200 0.613 0.616
A1112 48.413000 0.000000 7.353000 0.000000 0.775 0.000 UNKNOWN WLS 0.0000 0.0000 0 48.413000 7.353000 0.775 0.783
A1113 47.263725 0.000043 11.636300 0.000000 1.764 0.000 ING WTTA 0.0000 0.0000 0 47.263700 11.636300 1.764 NULL
A1113 47.263725 0.000043 11.636300 0.000000 1.764 0.000 UNKNOWN WTTA 0.0000 0.0000 1 47.263700 11.636300 1.764 1.768
A1113 47.263725 0.000043 11.636300 0.000000 1.764 0.000 RSF WTTA 0.0000 0.0000 1 47.263700 11.636300 1.764 1.768
A1113 47.263725 0.000043 11.636300 0.000000 1.764 0.000 OE WTTA 0.0111 0.0000 1 47.263800 11.636300 1.764 NULL
A1114 45.826808 0.000014 15.986795 0.000009 0.188 0.000 UNKNOWN ZAG 0.0000 0.0000 0 45.826800 15.986800 0.188 0.178
A1114 45.826808 0.000014 15.986795 0.000009 0.188 0.000 ING ZAG 0.0000 0.0000 1 45.826800 15.986800 0.188 NULL
A1114 45.826808 0.000014 15.986795 0.000009 0.188 0.000 CR ZAG 0.0039 0.0000 1 45.826832 15.986780 0.188 NULL
A1115 44.755500 0.000000 10.704200 0.000000 0.033 0.000 ACR ZAV 0.0000 0.0000 0 44.755500 10.704200 0.033 0.033
A1115 44.755500 0.000000 10.704200 0.000000 0.033 0.000 UNKNOWN ZAV 0.0000 0.0000 1 44.755500 10.704200 0.033 0.033
A1115 44.755500 0.000000 10.704200 0.000000 0.033 0.000 AEM ZAV 0.0000 0.0000 1 44.755500 10.704200 0.033 0.033
A1116 46.434200 0.000000 15.024600 0.000000 0.741 0.000 RSF ZAVS 0.0000 0.0000 0 46.434200 15.024600 0.741 0.737
A1117 44.350912 0.000167 10.975700 0.001386 0.700 0.000 ING ZC9 0.0000 0.0000 0 44.351200 10.973300 0.700 0.719
A1117 44.350912 0.000167 10.975700 0.001386 0.700 0.000 ING ZCCA 0.2590 0.0000 1 44.350800 10.976500 0.700 NULL
A1117 44.350912 0.000167 10.975700 0.001386 0.700 0.000 IV ZCCA 0.2581 0.0000 1 44.350850 10.976500 0.700 NULL
A1118 45.637800 0.000000 10.731850 0.000050 0.596 0.000 ING ZEN8 0.0000 0.0000 0 45.637800 10.731800 0.596 0.582
A1118 45.637800 0.000000 10.731850 0.000050 0.596 0.000 IV ZEN8 0.0078 0.0000 1 45.637800 10.731900 0.596 NULL
A1119 36.375000 0.000000 10.111700 0.000000 0.636 0.000 UNKNOWN ZGN 0.0000 0.0000 0 36.375000 10.111700 0.636 0.637
A1120 47.481800 0.000500 8.389830 0.000500 0.760 0.020 UNKNOWN ZLA 0.0000 0.0000 0 47.482300 8.389330 0.780 0.829
A1120 47.481800 0.000500 8.389830 0.000500 0.760 0.020 UNKNOWN ZUL 0.1343 0.0400 1 47.481300 8.390330 0.740 0.827
A1121 45.763539 0.000039 10.117037 0.000036 0.691 0.000 ING ZONE 0.0000 0.0000 0 45.763500 10.117000 0.691 0.693
A1121 45.763539 0.000039 10.117037 0.000036 0.691 0.000 IV ZONE 0.0104 0.0000 1 45.763578 10.117073 0.691 NULL
A1122 46.558100 0.000382 12.973114 0.000436 1.907 0.007 ING ZOU 0.0000 0.0000 0 46.557500 12.973800 1.896 1.893
A1122 46.558100 0.000382 12.973114 0.000436 1.907 0.007 RSF ZOU 0.0000 0.0000 1 46.557500 12.973800 1.896 1.893
A1122 46.558100 0.000382 12.973114 0.000436 1.907 0.007 ING ZOU2 0.1174 0.0150 1 46.558300 12.972800 1.911 1.901
A1122 46.558100 0.000382 12.973114 0.000436 1.907 0.007 RSF ZOU2 0.1174 0.0150 1 46.558300 12.972800 1.911 1.901
A1122 46.558100 0.000382 12.973114 0.000436 1.907 0.007 NI ZOU2 0.1215 0.0150 1 46.558400 12.972900 1.911 NULL
A1122 46.558100 0.000382 12.973114 0.000436 1.907 0.007 OX ZOU2 0.1215 0.0150 1 46.558400 12.972900 1.911 NULL
A1123 45.453600 0.000000 11.487600 0.000000 0.376 0.000 ING ZOVE 0.0000 0.0000 0 45.453600 11.487600 0.376 NULL
A1123 45.453600 0.000000 11.487600 0.000000 0.376 0.000 IV ZOVE 0.0000 0.0000 1 45.453600 11.487600 0.376 NULL
A1124 48.196200 0.000000 17.102500 0.000000 0.250 0.000 UNKNOWN ZST 0.0000 0.0000 0 48.196200 17.102500 0.250 0.310
A1125 44.389200 0.000000 9.753000 0.000000 1.407 0.000 GEN ZUZE 0.0000 0.0000 0 44.389200 9.753000 1.407 1.407
A1126 37.058600 0.000000 15.296400 0.000000 0.050 0.000 1J FX01 0.0000 0.0000 0 37.058600 15.296400 0.050 NULL
A1127 37.177500 0.000000 15.135700 0.000000 0.272 0.000 1J FX02 0.0000 0.0000 0 37.177500 15.135700 0.272 NULL
A1128 37.299200 0.000000 15.001700 0.000000 0.034 0.000 1J FX03 0.0000 0.0000 0 37.299200 15.001700 0.034 NULL
A1129 37.426100 0.000000 15.043100 0.000000 0.010 0.000 1J FX04 0.0000 0.0000 0 37.426100 15.043100 0.010 NULL
A1130 37.522300 0.000000 15.003700 0.000000 0.118 0.000 1J FX06 0.0000 0.0000 0 37.522300 15.003700 0.118 NULL
A1131 37.552100 0.000000 15.145200 0.000000 0.049 0.000 1J FX07 0.0000 0.0000 0 37.552100 15.145200 0.049 NULL
A1132 37.735200 0.000000 15.200600 0.000000 0.013 0.000 1J FX08 0.0000 0.0000 0 37.735200 15.200600 0.013 NULL
A1133 37.820300 0.000000 15.266400 0.000000 0.023 0.000 1J FX09 0.0000 0.0000 0 37.820300 15.266400 0.023 NULL
A1134 37.957000 0.000000 15.377700 0.000000 0.029 0.000 1J FX10 0.0000 0.0000 0 37.957000 15.377700 0.029 NULL
A1135 38.101900 0.000000 15.486800 0.000000 0.019 0.000 1J FX11 0.0000 0.0000 0 38.101900 15.486800 0.019 NULL
A1136 38.089500 0.000000 15.717600 0.000000 0.253 0.000 1J FX12 0.0000 0.0000 0 38.089500 15.717600 0.253 NULL
A1137 37.945000 0.000000 15.707500 0.000000 0.021 0.000 1J FX13 0.0000 0.0000 0 37.945000 15.707500 0.021 NULL
A1138 37.928600 0.000000 15.907000 0.000000 0.021 0.000 1J FX14 0.0000 0.0000 0 37.928600 15.907000 0.021 NULL
A1139 42.671575 0.000000 13.270813 0.000000 0.859 0.000 3A MZ01 0.0000 0.0000 0 42.671575 13.270813 0.859 NULL
A1140 42.669947 0.000000 13.285812 0.000000 0.963 0.000 3A MZ02 0.0000 0.0000 0 42.669947 13.285812 0.963 NULL
A1141 42.677017 0.000000 13.288322 0.000000 1.093 0.000 3A MZ03 0.0000 0.0000 0 42.677017 13.288322 1.093 NULL
A1142 42.673837 0.000058 13.293808 0.000002 0.975 0.003 3A MZ04 0.0000 0.0000 0 42.673895 13.293810 0.978 NULL
